title,creator,type,institution,country,year,rights,link
Documentary footage,Raphael Sanzio,TEXT,Biblioteca Nazionale Centrale,Italy,1888,,https://www.bncf.firenze.sbn.it/manoscritti/643998
Parish register entry,Titian,VIDEO,Galleria degli Uffizi,Italy,1944,In Copyright,https://www.uffizi.it/en/artworks/909859
Official decree,Raphael Sanzio,IMAGE,Galleria degli Uffizi,Italy,1810,CC0 Public Domain,https://www.uffizi.it/en/artworks/409783
Legal document,Sandro Botticelli,IMAGE,Biblioteca Nazionale Centrale,Italy,1826,CC BY-SA 4.0,https://www.bncf.firenze.sbn.it/manoscritti/459731
Religious icon,Raphael Sanzio,3D,Archivio di Stato di Roma,Italy,1920,In Copyright,https://www.archiviodistatodiroma.beniculturali.it/it/857065
Etching of the cathedral,Raphael Sanzio,IMAGE,Biblioteca Nazionale Centrale,Italy,1375,,https://www.bncf.firenze.sbn.it/manoscritti/220675
Census record,Sandro Botticelli,IMAGE,Biblioteca Nazionale Centrale,Italy,1870,,https://www.bncf.firenze.sbn.it/manoscritti/355761
Printed book page,Raphael Sanzio,SOUND,Galleria degli Uffizi,Italy,1823,CC BY 4.0,https://www.uffizi.it/en/artworks/936507
Parish register entry,Sandro Botticelli,SOUND,Galleria degli Uffizi,Italy,1825,CC0 Public Domain,https://www.uffizi.it/en/artworks/873207
Parish register entry,Caravaggio,SOUND,Archivio di Stato di Roma,Italy,1735,CC0 Public Domain,https://www.archiviodistatodiroma.beniculturali.it/it/838968
Etching of the cathedral,Joan Miró,IMAGE,Biblioteca Nacional de España,Spain,1825,No Copyright Non-Commercial,https://bdh.bne.es/bnesearch/detalle/296041
Coat of arms,Francisco Goya,TEXT,Museum of Malaga,Spain,,In Copyright,https://ceres.mcu.es/pages/Main?idt=653349
Digital reconstruction of building,Joan Miró,SOUND,Museo Reina Sofia,Spain,1590,In Copyright,https://www.museoreinasofia.es/en/collection/artwork/715519
Newspaper article,Joan Miró,IMAGE,Museum of Malaga,Spain,1939,,https://ceres.mcu.es/pages/Main?idt=840282
Letter from the archive,Salvador Dalí,IMAGE,Biblioteca Nacional de España,Spain,1723,CC0 Public Domain,https://bdh.bne.es/bnesearch/detalle/350161
Documentary footage,Salvador Dalí,IMAGE,Museo Reina Sofia,Spain,1873,In Copyright,https://www.museoreinasofia.es/en/collection/artwork/538555
Official decree,Pablo Picasso,IMAGE,Museum of Malaga,Spain,1941,,https://ceres.mcu.es/pages/Main?idt=663483
Official decree,Joan Miró,IMAGE,Museo del Prado,Spain,1757,CC BY-SA 4.0,https://www.museodelprado.es/en/the-collection/art-work/247111
Official decree,El Greco,IMAGE,Biblioteca Nacional de España,Spain,1935,CC BY 4.0,https://bdh.bne.es/bnesearch/detalle/304607
Manuscript fragment,Pablo Picasso,3D,Museum of Malaga,Spain,1821,,https://ceres.mcu.es/pages/Main?idt=980690
Etching of the cathedral,Joan Miró,IMAGE,Biblioteca Nacional de España,Spain,1315,CC BY 4.0,https://bdh.bne.es/bnesearch/detalle/406278
3D scan of sculpture,Diego Velázquez,3D,Museo Reina Sofia,Spain,1935,,https://www.museoreinasofia.es/en/collection/artwork/910074
Architectural drawing,Joan Miró,IMAGE,Biblioteca Nacional de España,Spain,,No Copyright Non-Commercial,https://bdh.bne.es/bnesearch/detalle/963274
Folk song recording,Salvador Dalí,3D,Biblioteca Nacional de España,Spain,1667,CC BY 4.0,https://bdh.bne.es/bnesearch/detalle/545807
Printed book page,El Greco,IMAGE,Museo del Prado,Spain,1905,CC BY-SA 4.0,https://www.museodelprado.es/en/the-collection/art-work/465509
Genre scene,Francisco Goya,TEXT,Museum of Malaga,Spain,1945,,https://ceres.mcu.es/pages/Main?idt=716482
Etching of the cathedral,Diego Velázquez,IMAGE,Museum of Malaga,Spain,1707,CC BY 4.0,https://ceres.mcu.es/pages/Main?idt=953047
Digital reconstruction of building,Joan Miró,TEXT,Museo Reina Sofia,Spain,1790,No Copyright Non-Commercial,https://www.museoreinasofia.es/en/collection/artwork/276556
Diary entry,El Greco,TEXT,Museo Reina Sofia,Spain,1908,No Copyright Non-Commercial,https://www.museoreinasofia.es/en/collection/artwork/812296
Diary entry,Francisco Goya,TEXT,Museum of Malaga,Spain,1908,,https://ceres.mcu.es/pages/Main?idt=233051
Newspaper article,Diego Velázquez,VIDEO,Museo del Prado,Spain,1925,CC BY 4.0,https://www.museodelprado.es/en/the-collection/art-work/898462
Portrait of a woman,Diego Velázquez,TEXT,Museum of Malaga,Spain,1881,In Copyright,https://ceres.mcu.es/pages/Main?idt=493396
Town plan,Pablo Picasso,TEXT,Biblioteca Nacional de España,Spain,,CC BY-SA 4.0,https://bdh.bne.es/bnesearch/detalle/576782
Diary entry,Joan Miró,IMAGE,Museo Reina Sofia,Spain,1929,,https://www.museoreinasofia.es/en/collection/artwork/197666
Genre scene,Francisco Goya,SOUND,Museo Reina Sofia,Spain,1734,In Copyright,https://www.museoreinasofia.es/en/collection/artwork/964915
Folk song recording,El Greco,VIDEO,Museo Reina Sofia,Spain,1862,No Copyright Non-Commercial,https://www.museoreinasofia.es/en/collection/artwork/236937
View of the city harbour,Salvador Dalí,IMAGE,Museo Reina Sofia,Spain,1929,CC0 Public Domain,https://www.museoreinasofia.es/en/collection/artwork/756596
Printed book page,Francisco Goya,IMAGE,Biblioteca Nacional de España,Spain,,In Copyright,https://bdh.bne.es/bnesearch/detalle/100708
Trade contract,Diego Velázquez,IMAGE,Museum of Malaga,Spain,1735,,https://ceres.mcu.es/pages/Main?idt=416528
Architectural drawing,Salvador Dalí,VIDEO,Biblioteca Nacional de España,Spain,1941,CC0 Public Domain,https://bdh.bne.es/bnesearch/detalle/489906
Portrait of a woman,Francisco Goya,SOUND,Museo del Prado,Spain,1914,CC BY-SA 4.0,https://www.museodelprado.es/en/the-collection/art-work/861253
Town plan,Salvador Dalí,IMAGE,Museum of Malaga,Spain,1709,CC0 Public Domain,https://ceres.mcu.es/pages/Main?idt=101139
Documentary footage,Joan Miró,TEXT,Museo del Prado,Spain,1375,,https://www.museodelprado.es/en/the-collection/art-work/566686
Official decree,Pablo Picasso,IMAGE,Biblioteca Nacional de España,Spain,1893,CC0 Public Domain,https://bdh.bne.es/bnesearch/detalle/340068
Legal document,Francisco Goya,VIDEO,Biblioteca Nacional de España,Spain,1896,CC BY-SA 4.0,https://bdh.bne.es/bnesearch/detalle/243790
Battle scene,Salvador Dalí,IMAGE,Museo del Prado,Spain,1284,No Copyright Non-Commercial,https://www.museodelprado.es/en/the-collection/art-work/690653
Portrait of a woman,El Greco,TEXT,Museum of Malaga,Spain,1990,,https://ceres.mcu.es/pages/Main?idt=258727
Trade contract,Diego Velázquez,IMAGE,Museum of Malaga,Spain,1937,CC0 Public Domain,https://ceres.mcu.es/pages/Main?idt=246814
Letter from the archive,El Greco,SOUND,Museum of Malaga,Spain,1710,CC BY 4.0,https://ceres.mcu.es/pages/Main?idt=359822
Woodcut illustration,Joan Miró,TEXT,Museo del Prado,Spain,1942,,https://www.museodelprado.es/en/the-collection/art-work/128127
Illuminated miniature,Diego Velázquez,TEXT,Museo Reina Sofia,Spain,1830,In Copyright,https://www.museoreinasofia.es/en/collection/artwork/409898
Map of the region,Pablo Picasso,IMAGE,Museum of Malaga,Spain,1867,In Copyright,https://ceres.mcu.es/pages/Main?idt=769077
Still life with flowers,El Greco,VIDEO,Biblioteca Nacional de España,Spain,1846,In Copyright,https://bdh.bne.es/bnesearch/detalle/979727
Portrait of a nobleman,Pablo Picasso,IMAGE,Museo del Prado,Spain,1310,No Copyright Non-Commercial,https://www.museodelprado.es/en/the-collection/art-work/170813
Documentary footage,Francisco Goya,SOUND,Biblioteca Nacional de España,Spain,1949,CC BY-SA 4.0,https://bdh.bne.es/bnesearch/detalle/759104
Battle scene,Pablo Picasso,SOUND,Museum of Malaga,Spain,1819,,https://ceres.mcu.es/pages/Main?idt=662628
Battle scene,Francisco Goya,TEXT,Museo Reina Sofia,Spain,,No Copyright Non-Commercial,https://www.museoreinasofia.es/en/collection/artwork/313068
Parish register entry,Joan Miró,VIDEO,Museo del Prado,Spain,1941,No Copyright Non-Commercial,https://www.museodelprado.es/en/the-collection/art-work/765105
Illuminated miniature,El Greco,SOUND,Biblioteca Nacional de España,Spain,1755,CC BY 4.0,https://bdh.bne.es/bnesearch/detalle/160718
Chronicle of the kingdom,Pablo Picasso,IMAGE,Biblioteca Nacional de España,Spain,1911,,https://bdh.bne.es/bnesearch/detalle/877722
Town plan,Francisco Goya,IMAGE,Biblioteca Nacional de España,Spain,1844,CC0 Public Domain,https://bdh.bne.es/bnesearch/detalle/271790
Still life with flowers,Diego Velázquez,VIDEO,Museo Reina Sofia,Spain,1946,,https://www.museoreinasofia.es/en/collection/artwork/919067
Etching of the cathedral,Francisco Goya,VIDEO,Biblioteca Nacional de España,Spain,1833,In Copyright,https://bdh.bne.es/bnesearch/detalle/385192
Documentary footage,Pablo Picasso,3D,Biblioteca Nacional de España,Spain,1872,CC BY-SA 4.0,https://bdh.bne.es/bnesearch/detalle/158132
Architectural drawing,El Greco,IMAGE,Museo del Prado,Spain,1907,CC0 Public Domain,https://www.museodelprado.es/en/the-collection/art-work/701790
View of the city harbour,Salvador Dalí,IMAGE,Museo del Prado,Spain,1386,CC0 Public Domain,https://www.museodelprado.es/en/the-collection/art-work/356430
Census record,Diego Velázquez,IMAGE,Museum of Malaga,Spain,1945,CC0 Public Domain,https://ceres.mcu.es/pages/Main?idt=679720
Map of the region,Diego Velázquez,VIDEO,Museum of Malaga,Spain,1709,In Copyright,https://ceres.mcu.es/pages/Main?idt=855276
Landscape with river,Francisco Goya,IMAGE,Museo Reina Sofia,Spain,1805,CC BY 4.0,https://www.museoreinasofia.es/en/collection/artwork/943409
Diary entry,Francisco Goya,3D,Museum of Malaga,Spain,1920,CC BY-SA 4.0,https://ceres.mcu.es/pages/Main?idt=911102
Portrait of a nobleman,Joan Miró,3D,Biblioteca Nacional de España,Spain,1738,CC BY-SA 4.0,https://bdh.bne.es/bnesearch/detalle/310418
3D scan of sculpture,Pablo Picasso,VIDEO,Museo del Prado,Spain,1946,In Copyright,https://www.museodelprado.es/en/the-collection/art-work/910143
Census record,Diego Velázquez,IMAGE,Museo del Prado,Spain,1744,In Copyright,https://www.museodelprado.es/en/the-collection/art-work/125071
Woodcut illustration,El Greco,IMAGE,Biblioteca Nacional de España,Spain,1946,,https://bdh.bne.es/bnesearch/detalle/494552
Documentary footage,Francisco Goya,TEXT,Museo Reina Sofia,Spain,1807,CC BY 4.0,https://www.museoreinasofia.es/en/collection/artwork/540208
Battle scene,Salvador Dalí,TEXT,Museo del Prado,Spain,1984,CC0 Public Domain,https://www.museodelprado.es/en/the-collection/art-work/342716
Printed book page,Salvador Dalí,VIDEO,Museum of Malaga,Spain,1864,,https://ceres.mcu.es/pages/Main?idt=189026
Battle scene,Salvador Dalí,SOUND,Museo del Prado,Spain,1669,No Copyright Non-Commercial,https://www.museodelprado.es/en/the-collection/art-work/695403
Architectural drawing,Diego Velázquez,TEXT,Museo del Prado,Spain,1894,CC BY-SA 4.0,https://www.museodelprado.es/en/the-collection/art-work/939717
Architectural drawing,El Greco,3D,Museo Reina Sofia,Spain,1959,CC BY 4.0,https://www.museoreinasofia.es/en/collection/artwork/178315
Landscape with river,Stanisław Wyspiański,IMAGE,National Library of Poland,Poland,1715,In Copyright,https://polona.pl/item/588694
Chronicle of the kingdom,Stanisław Wyspiański,3D,Polish Digital Library,Poland,1905,In Copyright,https://www.wbc.poznan.pl/dlibra/doccontent?id=377880
Newspaper article,Wojciech Gerson,TEXT,National Museum in Warsaw,Poland,1827,,https://kolekcje.mnw.art.pl/en/obiekty/830729
Town plan,Stanisław Wyspiański,IMAGE,Polish Digital Library,Poland,1806,CC BY 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=473023
Portrait of a nobleman,Józef Chełmoński,IMAGE,Polish Digital Library,Poland,1895,In Copyright,https://www.wbc.poznan.pl/dlibra/doccontent?id=996114
Religious icon,Jan Matejko,3D,National Museum in Warsaw,Poland,1313,CC BY 4.0,https://kolekcje.mnw.art.pl/en/obiekty/227352
Legal document,Stanisław Wyspiański,SOUND,National Museum in Warsaw,Poland,1956,,https://kolekcje.mnw.art.pl/en/obiekty/760914
Battle scene,Jan Matejko,IMAGE,Polish Digital Library,Poland,1816,CC BY 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=777366
View of the city harbour,Józef Chełmoński,IMAGE,National Library of Poland,Poland,1773,In Copyright,https://polona.pl/item/153097
Official decree,Wojciech Gerson,SOUND,Jagiellonian Library,Poland,1911,CC0 Public Domain,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=501320
Architectural drawing,Stanisław Wyspiański,IMAGE,Polish Digital Library,Poland,1953,CC BY-SA 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=567676
Official decree,Wojciech Gerson,TEXT,National Museum in Warsaw,Poland,1811,In Copyright,https://kolekcje.mnw.art.pl/en/obiekty/677438
Manuscript fragment,Jacek Malczewski,IMAGE,Polish Digital Library,Poland,1984,CC BY 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=773870
Parish register entry,Wojciech Gerson,IMAGE,National Museum in Warsaw,Poland,1862,,https://kolekcje.mnw.art.pl/en/obiekty/476556
Parish register entry,Olga Boznańska,VIDEO,Polish Digital Library,Poland,1312,CC BY-SA 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=288550
Etching of the cathedral,Józef Chełmoński,IMAGE,National Library of Poland,Poland,1874,In Copyright,https://polona.pl/item/655149
Map of the region,Stanisław Wyspiański,IMAGE,National Museum in Warsaw,Poland,1794,,https://kolekcje.mnw.art.pl/en/obiekty/352867
Legal document,Stanisław Wyspiański,SOUND,National Library of Poland,Poland,1740,CC BY 4.0,https://polona.pl/item/284654
Town plan,Olga Boznańska,IMAGE,Polish Digital Library,Poland,1987,,https://www.wbc.poznan.pl/dlibra/doccontent?id=468765
Newspaper article,Olga Boznańska,TEXT,National Museum in Warsaw,Poland,1762,In Copyright,https://kolekcje.mnw.art.pl/en/obiekty/668458
Map of the region,Jan Matejko,IMAGE,National Library of Poland,Poland,1444,No Copyright Non-Commercial,https://polona.pl/item/329437
Etching of the cathedral,Józef Chełmoński,TEXT,National Library of Poland,Poland,1920,CC BY 4.0,https://polona.pl/item/457311
3D scan of sculpture,Jan Matejko,IMAGE,National Library of Poland,Poland,1933,,https://polona.pl/item/248533
Town plan,Jan Matejko,VIDEO,Polish Digital Library,Poland,1843,,https://www.wbc.poznan.pl/dlibra/doccontent?id=514812
Landscape with river,Józef Chełmoński,IMAGE,Polish Digital Library,Poland,1931,,https://www.wbc.poznan.pl/dlibra/doccontent?id=558089
Map of the region,Stanisław Wyspiański,VIDEO,Polish Digital Library,Poland,1924,,https://www.wbc.poznan.pl/dlibra/doccontent?id=717558
Still life with flowers,Wojciech Gerson,TEXT,Polish Digital Library,Poland,1493,CC BY 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=864234
Landscape with river,Olga Boznańska,IMAGE,Jagiellonian Library,Poland,1990,No Copyright Non-Commercial,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=433674
Census record,Wojciech Gerson,IMAGE,National Museum in Warsaw,Poland,1709,In Copyright,https://kolekcje.mnw.art.pl/en/obiekty/247475
Landscape with river,Józef Chełmoński,VIDEO,National Museum in Warsaw,Poland,1942,,https://kolekcje.mnw.art.pl/en/obiekty/193035
Architectural drawing,Jacek Malczewski,IMAGE,Polish Digital Library,Poland,1922,CC BY 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=361662
View of the city harbour,Jan Matejko,IMAGE,Polish Digital Library,Poland,1910,In Copyright,https://www.wbc.poznan.pl/dlibra/doccontent?id=559507
Legal document,Jacek Malczewski,SOUND,Jagiellonian Library,Poland,1622,No Copyright Non-Commercial,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=493580
Battle scene,Stanisław Wyspiański,3D,National Museum in Warsaw,Poland,1333,CC0 Public Domain,https://kolekcje.mnw.art.pl/en/obiekty/409234
Landscape with river,Jan Matejko,VIDEO,National Library of Poland,Poland,1935,In Copyright,https://polona.pl/item/268720
Town plan,Józef Chełmoński,3D,National Library of Poland,Poland,1961,CC0 Public Domain,https://polona.pl/item/552275
Religious icon,Stanisław Wyspiański,IMAGE,Jagiellonian Library,Poland,,CC BY-SA 4.0,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=315535
Coat of arms,Wojciech Gerson,TEXT,Jagiellonian Library,Poland,1706,CC BY-SA 4.0,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=411847
Still life with flowers,Olga Boznańska,3D,Jagiellonian Library,Poland,1244,CC0 Public Domain,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=478356
Genre scene,Wojciech Gerson,3D,Polish Digital Library,Poland,1781,CC0 Public Domain,https://www.wbc.poznan.pl/dlibra/doccontent?id=126985
Diary entry,Jan Matejko,3D,Polish Digital Library,Poland,1930,CC0 Public Domain,https://www.wbc.poznan.pl/dlibra/doccontent?id=423331
Battle scene,Wojciech Gerson,TEXT,Jagiellonian Library,Poland,1847,,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=670557
Printed book page,Józef Chełmoński,IMAGE,Jagiellonian Library,Poland,1833,CC0 Public Domain,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=376085
Still life with flowers,Józef Chełmoński,IMAGE,National Museum in Warsaw,Poland,1671,,https://kolekcje.mnw.art.pl/en/obiekty/799891
Woodcut illustration,Olga Boznańska,SOUND,Polish Digital Library,Poland,1849,No Copyright Non-Commercial,https://www.wbc.poznan.pl/dlibra/doccontent?id=338564
3D scan of sculpture,Olga Boznańska,3D,Jagiellonian Library,Poland,1750,CC BY 4.0,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=599397
Religious icon,Olga Boznańska,IMAGE,National Library of Poland,Poland,1961,In Copyright,https://polona.pl/item/281276
View of the city harbour,Stanisław Wyspiański,IMAGE,National Museum in Warsaw,Poland,,In Copyright,https://kolekcje.mnw.art.pl/en/obiekty/182175
Newspaper article,Stanisław Wyspiański,IMAGE,Jagiellonian Library,Poland,1793,No Copyright Non-Commercial,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=370413
Folk song recording,Jan Matejko,SOUND,National Library of Poland,Poland,1735,In Copyright,https://polona.pl/item/678870
Religious icon,Jan Matejko,SOUND,Jagiellonian Library,Poland,1650,In Copyright,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=256911
Etching of the cathedral,Jan Matejko,IMAGE,National Library of Poland,Poland,1977,CC BY-SA 4.0,https://polona.pl/item/661652
3D scan of sculpture,Jacek Malczewski,3D,Polish Digital Library,Poland,1341,No Copyright Non-Commercial,https://www.wbc.poznan.pl/dlibra/doccontent?id=596025
View of the city harbour,Stanisław Wyspiański,SOUND,Jagiellonian Library,Poland,1903,In Copyright,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=447596
Portrait of a nobleman,Józef Chełmoński,VIDEO,Jagiellonian Library,Poland,1919,CC BY-SA 4.0,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=957091
Diary entry,Jacek Malczewski,IMAGE,Polish Digital Library,Poland,1795,CC BY 4.0,https://www.wbc.poznan.pl/dlibra/doccontent?id=240913
Illuminated miniature,Józef Chełmoński,TEXT,Jagiellonian Library,Poland,1824,In Copyright,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=734366
Illuminated miniature,Stanisław Wyspiański,SOUND,Jagiellonian Library,Poland,1847,In Copyright,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=896386
Battle scene,Olga Boznańska,IMAGE,National Library of Poland,Poland,1817,CC BY-SA 4.0,https://polona.pl/item/844037
Trade contract,Stanisław Wyspiański,TEXT,National Library of Poland,Poland,1508,CC BY 4.0,https://polona.pl/item/977633
Town plan,Jan Matejko,VIDEO,Jagiellonian Library,Poland,1859,CC BY 4.0,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=387286
Coat of arms,Wojciech Gerson,IMAGE,Jagiellonian Library,Poland,1876,CC0 Public Domain,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=353690
3D scan of sculpture,Stanisław Wyspiański,3D,Jagiellonian Library,Poland,1733,No Copyright Non-Commercial,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=466749
Parish register entry,Józef Chełmoński,IMAGE,National Library of Poland,Poland,1949,CC0 Public Domain,https://polona.pl/item/270820
Coat of arms,Stanisław Wyspiański,TEXT,National Museum in Warsaw,Poland,1932,CC BY 4.0,https://kolekcje.mnw.art.pl/en/obiekty/382154
Official decree,Wojciech Gerson,IMAGE,National Library of Poland,Poland,1701,CC BY 4.0,https://polona.pl/item/778818
Town plan,Józef Chełmoński,TEXT,National Museum in Warsaw,Poland,1748,,https://kolekcje.mnw.art.pl/en/obiekty/773962
Genre scene,Jacek Malczewski,TEXT,Polish Digital Library,Poland,1939,In Copyright,https://www.wbc.poznan.pl/dlibra/doccontent?id=416822
Portrait of a nobleman,Olga Boznańska,IMAGE,Jagiellonian Library,Poland,,No Copyright Non-Commercial,https://jbc.bj.uj.edu.pl/dlibra/doccontent?id=794530
Chronicle of the kingdom,Olga Boznańska,TEXT,Polish Digital Library,Poland,1843,,https://www.wbc.poznan.pl/dlibra/doccontent?id=213355
Diary entry,Carl Fredrik Hill,VIDEO,Swedish National Heritage Board,Sweden,1941,CC BY-SA 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=373832
Documentary footage,Anders Zorn,IMAGE,Swedish National Heritage Board,Sweden,1938,CC BY 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=159532
Coat of arms,Carl Fredrik Hill,VIDEO,Nordiska museet,Sweden,1454,CC BY 4.0,https://digitaltmuseum.se/021015930650/856320
Parish register entry,Ernst Josephson,SOUND,Swedish National Heritage Board,Sweden,1492,In Copyright,https://kmb.raa.se/cocoon/bild/show-image.html?id=872519
Coat of arms,Ernst Josephson,TEXT,Riksarkivet,Sweden,1942,No Copyright Non-Commercial,https://sok.riksarkivet.se/bildvisning/769320
Diary entry,Hilma af Klint,TEXT,Swedish National Heritage Board,Sweden,1935,CC BY 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=981473
Official decree,Ernst Josephson,IMAGE,Riksarkivet,Sweden,1771,CC BY 4.0,https://sok.riksarkivet.se/bildvisning/876909
Portrait of a woman,Carl Fredrik Hill,VIDEO,Riksarkivet,Sweden,1895,CC0 Public Domain,https://sok.riksarkivet.se/bildvisning/333049
Legal document,Bruno Liljefors,VIDEO,Swedish National Heritage Board,Sweden,1715,CC BY-SA 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=714015
Official decree,Carl Larsson,IMAGE,Nordiska museet,Sweden,1674,CC BY 4.0,https://digitaltmuseum.se/021015930650/624788
Manuscript fragment,Hilma af Klint,TEXT,Nordiska museet,Sweden,1725,CC0 Public Domain,https://digitaltmuseum.se/021015930650/995735
Still life with flowers,Bruno Liljefors,3D,Swedish National Heritage Board,Sweden,1710,CC BY-SA 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=850432
Letter from the archive,Ernst Josephson,IMAGE,Nordiska museet,Sweden,1340,,https://digitaltmuseum.se/021015930650/160831
Official decree,Anders Zorn,IMAGE,Riksarkivet,Sweden,1881,CC0 Public Domain,https://sok.riksarkivet.se/bildvisning/235691
Official decree,Bruno Liljefors,SOUND,Nordiska museet,Sweden,1302,In Copyright,https://digitaltmuseum.se/021015930650/104895
Woodcut illustration,Carl Larsson,VIDEO,Swedish National Heritage Board,Sweden,1202,No Copyright Non-Commercial,https://kmb.raa.se/cocoon/bild/show-image.html?id=299834
Chronicle of the kingdom,Anders Zorn,VIDEO,Riksarkivet,Sweden,1875,CC BY 4.0,https://sok.riksarkivet.se/bildvisning/207697
Newspaper article,Anders Zorn,IMAGE,Swedish National Heritage Board,Sweden,1980,CC0 Public Domain,https://kmb.raa.se/cocoon/bild/show-image.html?id=412687
Letter from the archive,Bruno Liljefors,IMAGE,Swedish National Heritage Board,Sweden,1910,In Copyright,https://kmb.raa.se/cocoon/bild/show-image.html?id=476701
Map of the region,Carl Larsson,TEXT,Nordiska museet,Sweden,1702,,https://digitaltmuseum.se/021015930650/237579
Town plan,Carl Larsson,VIDEO,Riksarkivet,Sweden,1330,,https://sok.riksarkivet.se/bildvisning/930605
Coat of arms,Hilma af Klint,IMAGE,Nationalmuseum,Sweden,1903,CC0 Public Domain,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=785315
Parish register entry,Bruno Liljefors,3D,Nationalmuseum,Sweden,1789,CC0 Public Domain,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=673867
Chronicle of the kingdom,Anders Zorn,IMAGE,Riksarkivet,Sweden,1633,In Copyright,https://sok.riksarkivet.se/bildvisning/793805
Manuscript fragment,Hilma af Klint,IMAGE,Swedish National Heritage Board,Sweden,1907,CC0 Public Domain,https://kmb.raa.se/cocoon/bild/show-image.html?id=636435
Official decree,Carl Larsson,IMAGE,Swedish National Heritage Board,Sweden,1733,CC BY 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=738584
Chronicle of the kingdom,Ernst Josephson,SOUND,Riksarkivet,Sweden,1826,CC BY 4.0,https://sok.riksarkivet.se/bildvisning/141319
Portrait of a nobleman,Ernst Josephson,TEXT,Nordiska museet,Sweden,1528,CC0 Public Domain,https://digitaltmuseum.se/021015930650/804258
Woodcut illustration,Anders Zorn,IMAGE,Nordiska museet,Sweden,1906,No Copyright Non-Commercial,https://digitaltmuseum.se/021015930650/178693
Printed book page,Carl Fredrik Hill,TEXT,Swedish National Heritage Board,Sweden,1812,CC BY-SA 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=376955
Legal document,Carl Larsson,TEXT,Riksarkivet,Sweden,1814,,https://sok.riksarkivet.se/bildvisning/427897
Diary entry,Carl Larsson,IMAGE,Nationalmuseum,Sweden,1842,CC BY 4.0,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=795578
Trade contract,Bruno Liljefors,TEXT,Swedish National Heritage Board,Sweden,1843,,https://kmb.raa.se/cocoon/bild/show-image.html?id=197466
Parish register entry,Carl Larsson,SOUND,Riksarkivet,Sweden,1944,In Copyright,https://sok.riksarkivet.se/bildvisning/385037
Religious icon,Bruno Liljefors,IMAGE,Nordiska museet,Sweden,1910,CC BY 4.0,https://digitaltmuseum.se/021015930650/829987
Etching of the cathedral,Bruno Liljefors,3D,Nationalmuseum,Sweden,1878,No Copyright Non-Commercial,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=811346
Diary entry,Ernst Josephson,IMAGE,Nordiska museet,Sweden,1908,,https://digitaltmuseum.se/021015930650/979269
Trade contract,Bruno Liljefors,IMAGE,Nordiska museet,Sweden,1333,In Copyright,https://digitaltmuseum.se/021015930650/562094
Coat of arms,Carl Larsson,TEXT,Swedish National Heritage Board,Sweden,1889,CC BY-SA 4.0,https://kmb.raa.se/cocoon/bild/show-image.html?id=644315
Official decree,Bruno Liljefors,TEXT,Nationalmuseum,Sweden,1924,CC BY-SA 4.0,https://collection.nationalmuseum.se/eMP/eMuseumPlus?service=ExternalInterface&module=collection&objectId=795951
Portrait of a nobleman,Hilma af Klint,IMAGE,Riksarkivet,Sweden,1860,,https://sok.riksarkivet.se/bildvisning/264550
Woodcut illustration,Anders Zorn,IMAGE,Nordiska museet,Sweden,1735,In Copyright,https://digitaltmuseum.se/021015930650/436208
